Company_ID,Month,Return_Pct
1,2012-01,3.5382
1,2012-02,11.368
1,2012-03,-6.6144
1,2012-04,13.3948
1,2012-05,13.5893
1,2012-06,11.7698
1,2012-07,-25.254
1,2012-08,8.8847
1,2012-09,-13.6927
1,2012-10,-9.7822
1,2012-11,3.8252
1,2012-12,0.6348
1,2013-01,-12.2009
1,2013-02,18.9058
1,2013-03,5.526
1,2013-04,0.4746
1,2013-05,-6.1493
1,2013-06,-0.287
1,2013-07,-4.9
1,2013-08,11.1164
1,2013-09,-3.8601
1,2013-10,0.1763
1,2013-11,9.6844
1,2013-12,12.4915
1,2014-01,-8.2039
1,2014-02,-0.6024
1,2014-03,6.0006
1,2014-04,8.1336
1,2014-05,8.5755
1,2014-06,-1.0968
1,2014-07,9.8195
1,2014-08,8.5585
1,2014-09,-15.7374
1,2014-10,0.0612
1,2014-11,22.2844
1,2014-12,12.3317
1,2015-01,-0.8141
1,2015-02,4.5689
1,2015-03,6.7647
1,2015-04,12.9531
1,2015-05,-6.8791
1,2015-06,6.5828
1,2015-07,-5.671
1,2015-08,2.8638
1,2015-09,-0.3947
1,2015-10,-3.0843
1,2015-11,4.0083
1,2015-12,-2.8858
1,2016-01,-5.0238
1,2016-02,-0.7074
1,2016-03,8.6117
1,2016-04,-4.0689
1,2016-05,0.0033
1,2016-06,8.4172
1,2016-07,-0.7215
1,2016-08,1.2677
1,2016-09,15.7859
1,2016-10,-18.4642
1,2016-11,8.7145
1,2016-12,-13.956
1,2017-01,-4.9654
1,2017-02,-6.8426
1,2017-03,11.373
1,2017-04,2.8754
1,2017-05,5.3003
1,2017-06,-3.5332
1,2017-07,-5.0161
1,2017-08,-1.8674
1,2017-09,-11.3255
1,2017-10,16.1648
1,2017-11,-18.6032
1,2017-12,16.5147
1,2018-01,-3.8876
1,2018-02,-4.0213
1,2018-03,-1.3308
1,2018-04,-29.7684
1,2018-05,2.4733
1,2018-06,1.1938
1,2018-07,11.7624
1,2018-08,0.2285
1,2018-09,5.0716
1,2018-10,6.59
1,2018-11,6.2414
1,2018-12,8.0103
1,2019-01,4.2259
1,2019-02,16.1929
1,2019-03,3.9014
1,2019-04,-0.184
1,2019-05,9.0571
1,2019-06,-13.6434
1,2019-07,16.0761
1,2019-08,-4.5506
1,2019-09,11.2016
1,2019-10,-9.1564
1,2019-11,-2.2933
1,2019-12,8.9446
1,2020-01,-14.2664
1,2020-02,-7.7339
1,2020-03,-27.7587
1,2020-03,-27.7549
1,2020-04,12.1451
1,2020-05,-2.5008
1,2020-06,4.1554
1,2020-07,-13.3287
1,2020-08,-8.4434
1,2020-09,-4.1854
1,2020-10,4.0334
1,2020-11,9.3343
1,2020-12,-4.6157
1,2021-01,-14.0777
1,2021-02,13.6574
1,2021-03,6.8829
1,2021-04,1.7447
1,2021-05,10.1263
1,2021-06,-6.5509
1,2021-07,3.7104
1,2021-08,-0.089
1,2021-09,-4.2301
1,2021-10,-11.0317
1,2021-11,16.2389
1,2021-12,18.2587
1,2022-01,1.7914
1,2022-02,-9.4241
1,2022-03,-8.1425
1,2022-04,-1.1773
1,2022-05,-11.2624
1,2022-06,-1.5415
1,2022-07,-1.6021
1,2022-08,-0.5721
1,2022-09,-6.7434
1,2022-10,16.8731
1,2022-11,13.1903
1,2022-12,-0.3781
1,2023-01,8.0454
1,2023-02,-18.4288
1,2023-03,-22.0352
1,2023-04,-1.4442
1,2023-05,9.4823
1,2023-06,7.0602
1,2023-07,1.4275
1,2023-08,10.2442
1,2023-09,-4.034
1,2023-10,-8.4477
1,2023-11,21.7131
1,2023-12,5.5779
1,2024-01,3.4008
1,2024-02,15.7252
1,2024-03,-1.9577
1,2024-04,18.8653
1,2024-05,20.6853
1,2024-06,-13.5466
1,2024-07,-14.5736
1,2024-08,6.2487
1,2024-09,3.7842
1,2024-10,12.3957
1,2024-11,11.1456
1,2024-12,-15.7483
1,2025-01,9.9486
1,2025-02,6.3387
1,2025-03,-6.5226
1,2025-04,11.1902
1,2025-05,5.9515
1,2025-06,1.2308
1,2025-07,7.3149
1,2025-08,7.2029
1,2025-09,9.6742
1,2025-10,-1.3455
1,2025-11,-9.1769
1,2025-12,-21.2703
2,2012-01,-4.0219
2,2012-02,0.2555
2,2012-03,10.3929
2,2012-04,16.2061
2,2012-05,0.5814
2,2012-06,-1.7095
2,2012-07,1.9915
2,2012-08,-4.0104
2,2012-09,5.5571
2,2012-10,14.9533
2,2012-11,1.6748
2,2012-12,-0.6413
2,2013-01,-7.0772
2,2013-02,5.2129
2,2013-03,-8.6615
2,2013-04,-0.4869
2,2013-05,-4.943
2,2013-06,1.3611
2,2013-07,1.9387
2,2013-08,-10.702
2,2013-09,0.1062
2,2013-10,6.9801
2,2013-11,6.9465
2,2013-12,23.6874
2,2014-01,-7.3495
2,2014-02,-2.137
2,2014-03,-6.7741
2,2014-04,3.805
2,2014-05,4.4667
2,2014-06,-3.0726
2,2014-07,2.0107
2,2014-08,9.3898
2,2014-09,-12.1095
2,2014-10,3.9743
2,2014-11,2.3786
2,2014-12,-6.6627
2,2015-01,9.8711
2,2015-02,-10.3028
2,2015-03,6.1837
2,2015-04,16.7551
2,2015-05,0.821
2,2015-06,-2.8296
2,2015-07,-10.7584
2,2015-08,4.7316
2,2015-09,11.4538
2,2015-10,-14.5944
2,2015-11,1.1108
2,2015-12,0.7446
2,2016-01,0.7655
2,2016-02,4.1313
2,2016-03,24.3879
2,2016-04,3.4942
2,2016-05,1.063
2,2016-06,1.6292
2,2016-07,1.6547
2,2016-08,-1.9043
2,2016-09,-4.0587
2,2016-10,7.6808
2,2016-11,10.529
2,2016-12,-1.8844
2,2017-01,-6.698
2,2017-02,18.1362
2,2017-03,5.2645
2,2017-04,-2.6304
2,2017-05,6.6238
2,2017-06,-1.5359
2,2017-07,6.359
2,2017-08,-2.7257
2,2017-09,-1.2375
2,2017-10,4.945
2,2017-11,-4.7791
2,2017-12,1.6754
2,2018-01,5.5725
2,2018-02,5.5647
2,2018-03,24.7456
2,2018-04,-11.7943
2,2018-05,6.1362
2,2018-06,7.7092
2,2018-07,-9.9356
2,2018-08,11.8002
2,2018-09,5.2624
2,2018-10,4.693
2,2018-11,-0.8772
2,2018-12,-13.3232
2,2019-01,-5.3776
2,2019-02,0.6067
2,2019-03,1.8373
2,2019-04,1.625
2,2019-05,31.1847
2,2019-06,3.5372
2,2019-07,-3.0856
2,2019-08,-4.5626
2,2019-09,13.1795
2,2019-10,3.3971
2,2019-11,-3.2573
2,2019-12,-10.0144
2,2020-01,-8.3213
2,2020-02,-6.3922
2,2020-03,-14.0148
2,2020-04,2.847
2,2020-05,0.671
2,2020-06,-9.2332
2,2020-07,-5.6813
2,2020-08,3.373
2,2020-09,-0.255
2,2020-10,2.3919
2,2020-11,9.273
2,2020-12,6.2855
2,2021-01,8.8278
2,2021-02,7.3443
2,2021-03,9.0351
2,2021-04,3.5354
2,2021-05,13.7898
2,2021-06,-8.6563
2,2021-07,3.0127
2,2021-08,0.7618
2,2021-09,-2.0747
2,2021-10,-9.7209
2,2021-11,1.8067
2,2021-12,7.3984
2,2022-01,0.3538
2,2022-02,4.3601
2,2022-03,2.3269
2,2022-04,-9.5576
2,2022-05,-14.8726
2,2022-06,0.0104
2,2022-07,3.3986
2,2022-08,0.7656
2,2022-09,3.5009
2,2022-10,8.9774
2,2022-11,-1.1905
2,2022-12,5.2191
2,2023-01,0.3072
2,2023-02,-2.7343
2,2023-03,-9.0789
2,2023-04,9.1566
2,2023-05,1.3397
2,2023-06,-3.5469
2,2023-07,-8.6124
2,2023-08,0.0345
2,2023-09,-4.782
2,2023-10,-1.8382
2,2023-11,2.1203
2,2023-12,13.2673
2,2024-01,7.1534
2,2024-02,10.5189
2,2024-03,1.6315
2,2024-04,-7.3385
2,2024-05,15.2444
2,2024-06,-14.193
2,2024-07,-7.8416
2,2024-08,-1.1105
2,2024-09,-9.1508
2,2024-10,-4.0295
2,2024-11,-5.8273
2,2024-12,19.7514
2,2025-01,10.3274
2,2025-02,7.5264
2,2025-03,-0.8408
2,2025-04,-5.6739
2,2025-05,1.1055
2,2025-06,-0.2448
2,2025-07,6.6998
2,2025-08,-4.5864
2,2025-09,19.1435
2,2025-10,-2.6442
2,2025-11,12.8647
2,2025-12,-1.6474
3,2012-01,-3.1336
3,2012-02,6.2604
3,2012-03,2.5653
3,2012-04,4.2263
3,2012-05,2.4278
3,2012-06,12.7027
3,2012-07,1.0726
3,2012-08,4.8641
3,2012-09,-13.3306
3,2012-10,0.4653
3,2012-11,-6.8596
3,2012-12,-5.0588
3,2013-01,-6.7444
3,2013-02,2.9201
3,2013-03,-2.1122
3,2013-04,5.4263
3,2013-05,-2.4876
3,2013-06,-8.2404
3,2013-07,-0.4059
3,2013-08,-0.2931
3,2013-09,-1.7715
3,2013-10,8.3191
3,2013-11,3.3367
3,2013-12,12.0094
3,2014-01,-4.1483
3,2014-02,10.6488
3,2014-03,-0.5878
3,2014-04,-5.4317
3,2014-05,10.2391
3,2014-06,10.3305
3,2014-07,1.0233
3,2014-08,16.6346
3,2014-09,-12.5642
3,2014-10,32.3062
3,2014-11,8.9475
3,2014-12,3.4763
3,2015-01,-3.4605
3,2015-02,5.7413
3,2015-03,5.4176
3,2015-04,0.6507
3,2015-05,-9.2759
3,2015-06,-12.6586
3,2015-07,-6.4185
3,2015-08,-24.5153
3,2015-09,-1.8605
3,2015-10,-7.8723
3,2015-11,5.652
3,2015-12,9.6851
3,2016-01,0.2954
3,2016-02,-0.0009
3,2016-03,15.1054
3,2016-04,-8.1925
3,2016-05,-0.6658
3,2016-06,10.6017
3,2016-07,4.5733
3,2016-08,-1.2785
3,2016-09,-0.2497
3,2016-10,3.5
3,2016-11,10.7483
3,2016-12,-4.8077
3,2017-01,7.9324
3,2017-02,-0.6403
3,2017-03,9.1726
3,2017-04,3.8278
3,2017-05,3.0732
3,2017-06,-9.8762
3,2017-07,7.1629
3,2017-08,4.8254
3,2017-09,-2.3692
3,2017-10,3.9035
3,2017-11,2.9059
3,2017-12,3.9101
3,2018-01,-0.6282
3,2018-02,3.8302
3,2018-03,-2.7648
3,2018-04,-3.4781
3,2018-05,3.7959
3,2018-06,7.743
3,2018-07,11.448
3,2018-08,-3.4934
3,2018-09,7.0139
3,2018-10,7.9012
3,2018-11,-1.5351
3,2018-12,-11.9829
3,2019-01,3.5682
3,2019-02,5.2893
3,2019-03,-5.2711
3,2019-04,1.717
3,2019-05,7.9308
3,2019-06,1.9345
3,2019-07,3.2235
3,2019-08,-3.5006
3,2019-09,1.0241
3,2019-10,-6.4228
3,2019-11,-1.5437
3,2019-12,7.8045
4,2012-01,-2.4843
4,2012-02,7.0034
4,2012-03,3.9491
4,2012-04,7.779
4,2012-05,-5.271
4,2012-06,0.2171
4,2012-07,-1.2749
4,2012-08,4.7935
4,2012-09,12.6683
4,2012-10,-14.417
4,2012-11,-4.2759
4,2012-12,3.2371
4,2013-01,8.0586
4,2013-02,1.0764
4,2013-03,-11.4061
4,2013-04,19.1208
4,2013-05,-7.1086
4,2013-06,2.0723
4,2013-07,8.9227
4,2013-08,7.3588
4,2013-09,-2.8062
4,2013-10,7.3625
4,2013-11,27.0841
4,2013-12,1.8898
4,2014-01,-2.6415
4,2014-02,8.6214
4,2014-03,-0.1622
4,2014-04,4.9928
4,2014-05,0.5214
4,2014-06,-7.0746
4,2014-07,2.5661
4,2014-08,-9.0396
4,2014-09,-6.3641
4,2014-10,3.4853
4,2014-11,3.5061
4,2014-12,8.8071
4,2015-01,1.337
4,2015-02,-0.4644
4,2015-03,2.6602
4,2015-04,3.8494
4,2015-05,-3.1172
4,2015-06,-3.826
4,2015-07,-7.593
4,2015-08,0.0164
4,2015-09,3.9606
4,2015-10,-2.4119
4,2015-11,-3.0885
4,2015-12,2.4958
4,2016-01,-5.5753
4,2016-02,-7.4909
4,2016-03,6.1956
4,2016-04,-10.9113
4,2016-05,11.8336
4,2016-06,13.0399
4,2016-07,-7.8404
4,2016-08,11.9014
4,2016-09,4.5002
4,2016-10,-2.2603
4,2016-11,4.7123
4,2016-12,-0.5769
4,2017-01,0.8275
4,2017-02,-8.5172
4,2017-03,4.1707
4,2017-04,-0.155
4,2017-05,8.418
4,2017-06,-6.5148
4,2017-07,5.8379
4,2017-08,8.0488
4,2017-09,-8.3498
4,2017-10,1.589
4,2017-11,7.9263
4,2017-12,-9.4946
4,2018-01,2.1484
4,2018-02,-5.4626
4,2018-03,-3.8042
4,2018-04,2.2433
